"","sample.PCR","sample","taxon","taxonomic_level","SampleCode","Sample_label","Sample_rep","Sample_date","Extraction_date","counts_minus_controls"
"1462","e00366-A","e00366","Hexagrammos","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",343
"1463","e00366-A","e00366","Oncorhynchus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",92
"1464","e00366-A","e00366","Oligocottus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",13
"1465","e00366-A","e00366","Polypera_greeni","species","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",62
"1466","e00366-B","e00366","Clupeidae","family","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",4052
"1467","e00366-B","e00366","Salmonidae","family","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",8212
"1468","e00366-B","e00366","Cymatogaster_aggregata","species","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",1389
"1469","e00366-B","e00366","Pholis","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",2774
"1470","e00366-B","e00366","Gasterosteus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",1040
"1471","e00366-B","e00366","Artedius_fenestralis","species","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",1846
"1472","e00366-B","e00366","Cottidae","family","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",1847
"1473","e00366-B","e00366","Oncorhynchus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",475
"1474","e00366-B","e00366","Oligocottus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",290
"1475","e00366-B","e00366","Gasterosteus_aculeatus","species","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",108
"1476","e00366-B","e00366","Leptocottus_armatus","species","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",153
"1477","e00366-C","e00366","Clupeidae","family","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",4554
"1478","e00366-C","e00366","Salmonidae","family","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",7561
"1479","e00366-C","e00366","Cymatogaster_aggregata","species","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",4341
"1480","e00366-C","e00366","Pholis","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",3290
"1481","e00366-C","e00366","Gasterosteus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",295
"1482","e00366-C","e00366","Cottidae","family","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",3160
"1483","e00366-C","e00366","Anoplarchus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",383
"1484","e00366-C","e00366","Oncorhynchus","genus","2021_BOST_A_3","Bostwick inlet eel","3","8/12/21","11/22/21",360
"1485","e00368-A","e00368","Clupeidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",1751
"1486","e00368-A","e00368","Salmonidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",4603
"1487","e00368-A","e00368","Cymatogaster_aggregata","species","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",1049
"1488","e00368-A","e00368","Pholis","genus","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",675
"1489","e00368-A","e00368","Clinocottus_acuticeps","species","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",495
"1490","e00368-A","e00368","Cottidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",835
"1491","e00368-A","e00368","Oncorhynchus","genus","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",184
"1492","e00368-A","e00368","Ammodytidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",283
"1493","e00368-B","e00368","Clupeidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",2848
"1494","e00368-B","e00368","Salmonidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",11940
"1495","e00368-B","e00368","Cymatogaster_aggregata","species","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",3089
"1496","e00368-B","e00368","Pholis","genus","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",848
"1497","e00368-B","e00368","Cottidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",2220
"1498","e00368-B","e00368","Oncorhynchus","genus","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",915
"1499","e00368-B","e00368","Clinocottus_acuticeps","species","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",126
"1500","e00368-B","e00368","Enophrys_bison","species","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",1086
"1501","e00368-B","e00368","Oligocottus","genus","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",47
"1502","e00368-B","e00368","Homo_sapiens","species","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",2
"1503","e00368-C","e00368","Clupeidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",4816
"1504","e00368-C","e00368","Salmonidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",8774
"1505","e00368-C","e00368","Cymatogaster_aggregata","species","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",419
"1506","e00368-C","e00368","Pholis","genus","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",1860
"1507","e00368-C","e00368","Cottidae","family","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",3056
"1508","e00368-C","e00368","Oncorhynchus","genus","2021_BOST_B_1","Bostwick inlet kelp","1","8/11/21","11/22/21",1416
"1509","e00369-A","e00369","Clupeidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",2524
"1510","e00369-A","e00369","Salmonidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",5368
"1511","e00369-A","e00369","Cymatogaster_aggregata","species","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",1016
"1512","e00369-A","e00369","Cottidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",1152
"1513","e00369-A","e00369","Oncorhynchus","genus","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",226
"1514","e00369-A","e00369","Oligocottus","genus","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",19
"1515","e00369-B","e00369","Clupeidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",5061
"1516","e00369-B","e00369","Salmonidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",11228
"1517","e00369-B","e00369","Cymatogaster_aggregata","species","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",5770
"1518","e00369-B","e00369","Gasterosteus","genus","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",2485
"1519","e00369-B","e00369","Oncorhynchus","genus","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",916
"1520","e00369-B","e00369","Citharichthys_stigmaeus","species","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",1
"1521","e00369-B","e00369","Stichaeidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",464
"1522","e00369-B","e00369","Cottidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",1752
"1523","e00369-B","e00369","Hexagrammos","genus","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",422
"1524","e00369-B","e00369","Actinopteri","class","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",670
"1525","e00369-B","e00369","Pleuronectidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",246
"1526","e00369-C","e00369","Clupeidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",7915
"1527","e00369-C","e00369","Salmonidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",11015
"1528","e00369-C","e00369","Cymatogaster_aggregata","species","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",4722
"1529","e00369-C","e00369","Ammodytidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",290
"1530","e00369-C","e00369","Cottidae","family","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",1847
"1531","e00369-C","e00369","Oncorhynchus","genus","2021_BOST_B_2","Bostwick inlet kelp","2","8/11/21","11/22/21",1687
"1532","e00370-A","e00370","Salmonidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",3970
"1533","e00370-A","e00370","Cymatogaster_aggregata","species","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",1393
"1534","e00370-A","e00370","Gasterosteus","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",382
"1535","e00370-A","e00370","Cottidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",305
"1536","e00370-A","e00370","Actinopteri","class","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",2
"1537","e00370-A","e00370","Anoplarchus","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",157
"1538","e00370-A","e00370","Oncorhynchus","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",336
"1539","e00370-A","e00370","Homo_sapiens","species","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",13
"1540","e00370-B","e00370","Clupeidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",4888
"1541","e00370-B","e00370","Salmonidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",9275
"1542","e00370-B","e00370","Cymatogaster_aggregata","species","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",1632
"1543","e00370-B","e00370","Anoplopoma_fimbria","species","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",1
"1544","e00370-B","e00370","Stichaeidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",1378
"1545","e00370-B","e00370","Hexagrammos","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",1264
"1546","e00370-B","e00370","Hemilepidotus","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",4
"1547","e00370-B","e00370","Oncorhynchus","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",832
"1548","e00370-B","e00370","Oligocottus","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",2
"1549","e00370-C","e00370","Clupeidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",4153
"1550","e00370-C","e00370","Salmonidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",10076
"1551","e00370-C","e00370","Cymatogaster_aggregata","species","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",2941
"1552","e00370-C","e00370","Cottidae","family","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",2530
"1553","e00370-C","e00370","Oncorhynchus","genus","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",466
"1554","e00370-C","e00370","Polypera_greeni","species","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",970
"1555","e00370-C","e00370","Brachyistius_frenatus","species","2021_BOST_B_3","Bostwick inlet kelp","3","8/11/21","11/22/21",341
